spot_id,B-cells,CAFs,Cancer Epithelial,Cycling T-cells,Endothelial,Myeloid,NK cells,NKT cells,Normal Epithelial,PVL,Plasmablasts,T cells CD4+,T cells CD8+
mix_0061_depth25,0.0,0.0,0.12409320675626424,0.10907364107206492,0.08238932231266016,0.0230265046574018,0.0,0.05246343496327744,0.26172442942923013,0.17438247950898556,0.0,0.0,0.0
mix_0062_depth100,0.0,0.0,0.5023976472811859,0.0,0.0,0.0,0.0,0.11784312780671989,0.39805672498311223,0.0,0.0,0.0,0.0
mix_0062_depth25,0.0,0.0,0.48745436439999706,0.0,0.0,0.0,0.0,0.1291657382362465,0.3873475479743673,0.0,0.0,0.0,0.0
mix_0063_depth100,0.0,0.0,0.17085536711909816,0.0,0.0,0.0,0.0,0.0,0.5784390902561759,0.0,0.0,0.0,0.0
mix_0063_depth25,0.0,0.0,0.1573841665197368,0.0,0.0,0.0,0.0,0.0,0.6078629531288006,0.0,0.0,0.0,0.0
mix_0064_depth100,0.0,0.05296058817021633,0.4937140385689363,0.016787717686596947,0.0,0.013532657343029315,0.0,0.012581196069146448,0.2637964776368707,0.0,0.0,0.0,0.0
mix_0064_depth25,0.0,0.06206837658796496,0.48402318350080126,0.05953905407740947,0.0,0.0,0.0,0.023343777637366465,0.24305440040909887,0.0,0.0,0.0,0.0
mix_0065_depth100,0.0,0.08305078953916774,0.25067305456828404,0.2294339999598076,0.0,0.026014373976738225,0.0,0.0,0.24752958020521562,0.0,0.0,0.0,0.0
mix_0065_depth25,0.0,0.05674036835397301,0.24717500622674923,0.23549048764532632,0.0,0.025023174450600857,0.0,0.0,0.2590203514203309,0.0,0.0,0.0,0.0
mix_0066_depth100,0.0,0.07963379089274318,0.18579496311651342,0.10887228949262434,0.0,0.10451873864887143,0.0,0.0,0.23323747082769075,0.0,0.0,0.0,0.0
mix_0066_depth25,0.0,0.06325176845957624,0.20345901083191348,0.11140237740605771,0.0,0.1001212128733644,0.0,0.0,0.23479117488929663,0.0,0.0,0.0,0.0
mix_0067_depth100,0.0,0.1209287174771988,0.2485884272921034,0.005611965263525709,0.0,0.0866272458108347,0.0,0.0,0.3411070731499201,0.0,0.0,0.0,0.0
mix_0067_depth25,0.0,0.0498809428621205,0.29168727726880106,0.0,0.0,0.06617512369311539,0.0,0.007694007239036915,0.40157011115319946,0.0,0.0,0.0,0.0
mix_0068_depth100,0.0,0.10816944179611745,0.30260526455239306,0.022375810173576375,0.0,0.18683645940911733,0.0,0.0,0.20168606092319205,0.0,0.0,0.0,0.0
mix_0068_depth25,0.0,0.11169653533535213,0.30555435684079074,0.0,0.0,0.1939359435349427,0.0,0.0,0.20713557687001538,0.0,0.0,0.0,0.0
mix_0069_depth100,0.0,0.0035218941707024966,0.2743738897962762,0.12113621305973025,0.0,0.021348726141461646,0.0,0.0,0.41593387827131356,0.0,0.0,0.0,0.0
mix_0069_depth25,0.0,0.0004633203239186197,0.2674401766060986,0.10598065085965185,0.0,0.02907347376630488,0.0,0.0,0.4191510734309109,0.0,0.0,0.0,0.0
mix_0070_depth100,0.0,0.11161898328671156,0.22668335277453708,0.1353578837603182,0.0,0.01872331499611205,0.0,0.0,0.3445732624423214,0.0,0.0,0.0,0.0
mix_0070_depth25,0.0,0.09200404634203088,0.23810554353130617,0.10587023010784996,0.0,0.02236014509133178,0.0,0.0,0.3630217395798032,0.0,0.0,0.0,0.0
mix_0071_depth100,0.0,0.0,0.2978337835157944,0.181767238838546,0.0,0.028486548137502975,0.0,0.0,0.26250343208337074,0.0,0.0,0.0,0.0
mix_0071_depth25,0.0,0.0,0.3012377156834856,0.15868091099369142,0.0,0.034448524828990204,0.0,0.0,0.2777333194147198,0.0,0.0,0.0,0.0
